raga_id,raga_name,raga_artist,raga_duration,raga_audio_track,raga_effect
Raga Ahir Bhairav_46,Raga Ahir Bhairav,Salil Bhatt,0:32:21.480000,https://p.scdn.co/mp3-preview/48e43bab7d903ba3e2f3c0698121125c252e7989?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_47,Raga Ahir Bhairav,Sameer Rao,0:31:24.093000,https://p.scdn.co/mp3-preview/369be315b8562d05d97e77718307d2e58267e3ba?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_48,Raga Ahir Bhairav,Rupak Kulkarni,0:45:09.826000,https://p.scdn.co/mp3-preview/f923257799dac74bb6a7903c2541efe2638add04?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_49,Raga Ahir Bhairav,Kishori Amonkar,0:30:13.133000,https://p.scdn.co/mp3-preview/f6e387ae7c28ce3ca667d5cd1161a6fcdfd16f9e?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_50,Raga Ahir Bhairav,Kees Van Boxtel,0:22:49.499000,https://p.scdn.co/mp3-preview/7ef2ab81f3ba297527b6f63cbef322e04410ad0e?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_51,Raga Ahir Bhairav,Arvind Parikh,0:39:08.065000,https://p.scdn.co/mp3-preview/09c4cbc3a0cd8f6a828f3d0d27832c4668ffd6d7?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_52,Raga Ahir Bhairav,Chatur Lal,0:15:29.007000,https://p.scdn.co/mp3-preview/4b6c95d94943f0c981fe4dd543e1e1960570ab51?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_53,Raga Ahir Bhairav,Ramesh Khaladkar,0:04:39.849000,https://p.scdn.co/mp3-preview/3e5ce92ccb8ff50fc9c28a27675242971b460222?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_54,Raga Ahir Bhairav Kaharwa,Chandr Pushp,0:04:02.400000,https://p.scdn.co/mp3-preview/8dbe127905efd510d84976270e72f5d6166ac1ce?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_55,Bhajan In Raga Ahir Bhairav,Priyanka Gope,0:10:13.653000,https://p.scdn.co/mp3-preview/49bb2b9f34736e2e2a2bab896a6f300a74f23665?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_56,Raga Ahir Bhairav - Instrumental,S. Kamble,0:25:56.854000,https://p.scdn.co/mp3-preview/d0f799c51cf600000b9126eb4fe6ceaef76f3ccd?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_57,Raga Ahir Bhairav - Khyal In Drut Teental (Badhai Raj Nand),Gangubai Hangal,0:15:53.480000,https://p.scdn.co/mp3-preview/fad010d084fda76ea787f89813a3c449f1763a2d?cid=883d8de3b4fb48e9ab32028467324d90,
